Row;Dim_0;Dim_1=0;Dim_2=0;Dim_3=0;Dim_4=0;Dim_5=0;Dim_6=0;Dim_7=0;Dim_8=0;Dim_9=0;Dim_10=0;Dim_11=0;Dim_12=0;Dim_13=0;Dim_14=0;Dim_15=0;Dim_16;Dim_17;Dim_18;Dim_19;Dim_20;;
3621;0,291667;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001887;0,064067;0,137124;0,231481;0,192187;;
3622;0,364583;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003585;0,052925;0,125418;0,319444;0,137500;;
3623;0,375000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003019;0,111978;0,108696;0,250000;0,145312;;
3624;0,375000;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002830;0,097493;0,178930;0,370370;0,171875;;
3625;0,541667;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,113208;0,013928;0,018395;0,379630;0,017187;;
3626;0,583333;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0,004906;0,036212;0,188963;0,379630;0,178000;;
3627;0,604167;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0,010377;0,036212;0,125418;0,263889;0,159375;;
3628;0,750000;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0,000000;0,111978;0,167224;0,333333;0,176563;;
3629;0,479167;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0,006415;0,119777;0,167224;0,393519;0,154688;;
3630;0,208333;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0,003566;0,111978;0,217391;0,324074;0,234375;;
3631;0,343750;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000000;0,111978;0,274247;0,365741;0,268750;;
3632;0,312500;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0,009434;0,111978;0,232441;0,425926;0,200000;;
3633;0,614583;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000000;0,111978;0,168896;0,222222;0,243750;;
3634;0,260417;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004906;0,108635;0,182274;0,291667;0,212500;;
3635;0,572917;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,214485;0,232441;0,439815;0,193750;;
3636;0,572917;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,111978;0,182575;0,379630;0,171984;;
3637;0,520833;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001887;0,119777;0,155518;0,365741;0,153125;;
3638;0,520833;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,007736;0,111978;0,138796;0,347222;0,140625;;
3639;0,468750;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001132;0,111978;0,160535;0,356481;0,159375;;
3640;0,781250;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0,000000;0,111978;0,235786;0,273148;0,292188;;
3641;0,562500;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,003208;0,108635;0,167224;0,365741;0,162500;;
3642;0,562500;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,020755;0,019499;0,167224;0,384259;0,156078;;
3643;0,718750;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004528;0,111978;0,113712;0,337963;0,118750;;
3644;0,479167;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004906;0,111978;0,118729;0,287037;0,140625;;
3645;0,593750;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,005660;0,086351;0,115385;0,300926;0,131250;;
3646;0,250000;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,005472;0,111978;0,143813;0,324074;0,153125;;
3647;0,614583;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000000;0,392758;0,304348;0,398148;0,273438;;
3648;0,614583;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002642;0,111978;0,195652;0,439815;0,162500;;
3649;0,260417;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0,017717;0,094150;0,113712;0,361111;0,112500;;
3650;0,395833;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0,008113;0,130919;0,222408;0,620370;0,135938;;
3651;0,750000;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0,000000;0,197772;0,195652;0,337963;0,204688;;
3652;0,750000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000792;0,164345;0,148829;0,453704;0,120313;;
3653;0,760417;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,103064;0,160535;0,402778;0,140625;;
3654;0,406250;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,002642;0,097493;0,150502;0,314815;0,165625;;
3655;0,406250;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003208;0,111978;0,192308;0,481481;0,148438;;
3656;0,489583;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001811;0,111978;0,212375;0,546296;0,146875;;
3657;0,697917;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001887;0,111978;0,168896;0,388889;0,156250;;
3658;0,354167;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000509;0,086351;0,170569;0,282407;0,206250;;
3659;0,770833;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;7,5e-05;0,108635;0,240803;0,402778;0,214063;;
3660;0,250000;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0,005094;0,111978;0,118729;0,370370;0,115625;;
3661;0,447917;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0,003566;0,111978;0,182575;0,379630;0,171984;;
3662;0,510417;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1,9e-05;0,153203;0,120401;0,449074;0,098438;;
3663;0,541667;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003396;0,130919;0,170569;0,296296;0,196875;;
3664;0,583333;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003585;0,111978;0,138796;0,287037;0,165625;;
3665;0,177083;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001849;0,111978;0,260870;0,527778;0,184375;;
3666;0,177083;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,007906;0,111978;0,127090;0,277778;0,156250;;
3667;0,177083;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,022642;0,094150;0,234114;0,555556;0,159375;;
3668;0,177083;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002453;0,111978;0,148829;0,375000;0,142188;;
3669;0,447917;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;0,000189;0,030641;0,098662;0,319444;0,107812;;
3670;0,281250;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,005849;0,147632;0,163880;0,351852;0,165625;;
3671;0,750000;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0,007358;0,113092;0,214047;0,435185;0,178125;;
3672;0,250000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003925;0,111978;0,175585;0,453704;0,140625;;
3673;0,458333;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002642;0,111978;0,165552;0,361111;0,162500;;
3674;0,458333;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001830;0,058496;0,125418;0,319444;0,135938;;
3675;0,458333;0;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0,018868;0,013928;0,108696;0,384259;0,101453;;
3676;0,562500;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,004906;0,103064;0,188963;0,393519;0,175000;;
3677;0,302083;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0,005094;0,111978;0,205686;0,583333;0,132812;;
3678;0,739583;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000000;0,225627;0,229097;0,250000;0,303125;;
3679;0,427083;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,098113;0,041783;0,043478;0,319444;0,048438;;
3680;0,562500;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000000;0,103064;0,175585;0,263889;0,221875;;
3681;0,729167;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004906;0,069638;0,152174;0,296296;0,176563;;
3682;0,458333;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0,003566;0,069638;0,182575;0,379630;0,171984;;
3683;0,572917;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,119777;0,120401;0,319444;0,131250;;
3684;0,427083;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0,000113;0,108635;0,128763;0,296296;0,150000;;
3685;0,479167;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001491;0,064067;0,192308;0,314815;0,212500;;
3686;0,479167;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000000;0,108635;0,210702;0,356481;0,209375;;
3687;0,750000;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,036212;0,102007;0,328704;0,109375;;
3688;0,291667;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001094;0,111978;0,130435;0,300926;0,150000;;
3689;0,583333;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0,094340;0,069638;0,103679;0,379630;0,097672;;
3690;0,583333;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001509;0,111978;0,133779;0,379630;0,126563;;
3691;0,312500;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002453;0,111978;0,265886;0,537037;0,185937;;
3692;0,197917;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003925;0,111978;0,172241;0,402778;0,154688;;
3693;0,562500;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000642;0,075209;0,202341;0,365741;0,196875;;
3694;0,250000;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0,002075;0,111978;0,165552;0,416667;0,143750;;
3695;0,250000;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0,026415;0,111978;0,132107;0,337963;0,137500;;
3696;0,729167;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1,9e-05;0,111978;0,240803;0,351852;0,240625;;
3697;0,260417;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006415;0,111978;0,170569;0,439815;0,140625;;
3698;0,593750;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003585;0,111978;0,157191;0,324074;0,168750;;
3699;0,593750;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0,003396;0,111978;0,102007;0,319444;0,110938;;
3700;0,583333;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002642;0,111978;0,133779;0,416667;0,117188;;
3701;0,354167;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0,007358;0,111978;0,135452;0,314815;0,148438;;
3702;0,541667;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7,5e-05;0,097493;0,167224;0,384259;0,156250;;
3703;0,354167;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;7,5e-05;0,113092;0,115385;0,430556;0,096875;;
3704;0,614583;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,111978;0,182575;0,379630;0,171984;;
3705;0,385417;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004717;0,111978;0,132107;0,319444;0,143750;;
3706;0,812500;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002642;0,030641;0,153846;0,379630;0,144922;;
3707;0,385417;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004717;0,080780;0,132107;0,319444;0,143750;;
3708;0,489583;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,111978;0,148829;0,342593;0,153125;;
3709;0,458333;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0,003925;0,111978;0,152174;0,458333;0,121875;;
3710;0,656250;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,002453;0,130919;0,182274;0,453704;0,148438;;
3711;0,656250;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,008113;0,111978;0,187291;0,402778;0,165625;;
3712;0,583333;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0,003925;0,111978;0,123746;0,384259;0,114063;;
3713;0,562500;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000245;0,052925;0,167224;0,300926;0,190625;;
3714;0,562500;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003396;0,111978;0,137124;0,361111;0,134375;;
3715;0,562500;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004528;0,125348;0,170569;0,398148;0,154688;;
3716;0,739583;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,009057;0,111978;0,142140;0,351852;0,142188;;
3717;0,739583;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,007547;0,175487;0,173913;0,324074;0,187500;;
3718;0,395833;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,003019;0,064067;0,155518;0,351852;0,156250;;
3719;0,458333;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0,000113;0,253482;0,347826;0,435185;0,293750;;
3720;0,458333;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0,000830;0,153203;0,252508;0,342593;0,259375;;
3721;0,552083;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0,002642;0,111978;0,160535;0,388889;0,148438;;
3722;0,468750;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;9,4e-05;0,119777;0,158863;0,277778;0,192187;;
3723;0,333333;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002830;0,113092;0,170569;0,314815;0,187500;;
3724;0,718750;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,005094;0,111978;0,255853;0,402778;0,228125;;
3725;0,062500;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004528;0,111978;0,255853;0,356481;0,254688;;
3726;0,385417;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0,000113;0,097493;0,229097;0,379630;0,215813;;
3727;0,270833;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,005849;0,086351;0,140468;0,402778;0,126563;;
3728;0,270833;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,024528;0,094150;0,142140;0,314815;0,157813;;
3729;0,593750;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,010377;0,113092;0,133779;0,347222;0,135938;;
3730;0,593750;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004906;0,111978;0,270903;0,430556;0,229688;;
3731;0,500000;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,218868;0,036212;0,117057;0,361111;0,115625;;
3732;0,843750;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,012453;0,086351;0,150502;0,384259;0,139062;;
3733;0,177083;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001377;0,111978;0,321070;0,370370;0,309375;;
3734;0,333333;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0,000302;0,286908;0,302676;0,305556;0,340625;;
3735;0,333333;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7,5e-05;0,113092;0,262542;0,388889;0,242188;;
3736;0,375000;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,005283;0,111978;0,182575;0,379630;0,171984;;
3737;0,562500;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,113092;0,182575;0,379630;0,171984;;
3738;0,739583;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,111978;0,187291;0,435185;0,156250;;
3739;0,791667;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006604;0,111978;0,187291;0,384259;0,176563;;
3740;0,635417;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003925;0,091922;0,157191;0,379630;0,148078;;
3741;0,541667;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;9,4e-05;0,119777;0,145485;0,305556;0,164063;;
3742;0,708333;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002642;0,111978;0,202341;0,342593;0,209375;;
3743;0,781250;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006415;0,111978;0,125418;0,231481;0,176563;;
3744;0,739583;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,111978;0,160535;0,379630;0,151234;;
3745;0,385417;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,002075;0,119777;0,239130;0,490741;0,181250;;
3746;0,302083;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,005660;0,111978;0,157191;0,300926;0,181250;;
3747;0,697917;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0,003585;0,111978;0,152174;0,319444;0,165625;;
3748;0,312500;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006415;0,111978;0,170569;0,356481;0,171875;;
3749;0,354167;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,009811;0,111978;0,155518;0,435185;0,129688;;
3750;0,354167;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003396;0,091922;0,193980;0,430556;0,164063;;
3751;0,552083;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001415;0,125348;0,178930;0,449074;0,145312;;
3752;0,437500;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0,003208;0,111978;0,170569;0,342593;0,176563;;
3753;0,156250;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,136490;0,115385;0,291667;0,134375;;
3754;0,156250;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,018302;0,094150;0,160535;0,523148;0,115625;;
3755;0,156250;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0,011698;0,094150;0,177258;0,449074;0,143750;;
3756;0,458333;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0,000000;0,111978;0,217391;0,337963;0,226562;;
3757;0,322917;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002642;0,111978;0,177258;0,453704;0,143750;;
3758;0,364583;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001396;0,080780;0,117057;0,152778;0,223437;;
3759;0,614583;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,024528;0,075209;0,091973;0,208333;0,140625;;
3760;0,375000;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003925;0,130919;0,292642;0,597222;0,187500;;
3761;0,260417;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;0,000151;0,091922;0,287625;0,490741;0,218750;;
3762;0,302083;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000151;0,103064;0,242475;0,398148;0,220312;;
3763;0,510417;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0,006226;0,113092;0,175585;0,416667;0,153125;;
3764;0,604167;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1,9e-05;0,108635;0,185619;0,319444;0,201563;;
3765;0,739583;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,009434;0,111978;0,165552;0,328704;0,176563;;
3766;0,666667;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000887;0,041783;0,254181;0,268519;0,315625;;
3767;0,791667;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000113;0,111978;0,205686;0,416667;0,179688;;
3768;0,416667;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002453;0,136490;0,205686;0,449074;0,167188;;
3769;0,906250;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,024528;0,094150;0,202341;0,379630;0,190625;;
3770;0,656250;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001472;0,111978;0,173913;0,328704;0,185937;;
3771;0,468750;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,111978;0,152174;0,342593;0,156250;;
3772;0,291667;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,011509;0,153203;0,182274;0,527778;0,129688;;
3773;0,322917;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002453;0,103064;0,137124;0,282407;0,164063;;
3774;0,354167;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000000;0,169916;0,396321;0,384259;0,370313;;
3775;0,208333;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001887;0,097493;0,142140;0,328704;0,151563;;
3776;0,218750;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0,000755;0,119777;0,220736;0,546296;0,151563;;
3777;0,218750;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003019;0,108635;0,202341;0,444444;0,167188;;
3778;0,395833;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0,003019;0,197772;0,219064;0,587963;0,142188;;
3779;0,791667;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001528;0,108635;0,130435;0,365741;0,126813;;
3780;0,229167;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000472;0,075209;0,185619;0,365741;0,180406;;
3781;0,229167;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004906;0,058496;0,170569;0,402778;0,151563;;
3782;0,458333;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,115094;0,030641;0,035117;0,324074;0,037500;;
3783;0,666667;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;5,7e-05;0,125348;0,254181;0,337963;0,262500;;
3784;0,541667;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;7,5e-05;0,119777;0,188963;0,351852;0,190625;;
3785;0,812500;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0,007906;0,058496;0,127090;0,370370;0,123438;;
3786;0,812500;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006038;0,080780;0,262542;0,458333;0,209375;;
3787;0,583333;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002075;0,109192;0,197324;0,384259;0,184375;;
3788;0,552083;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;3,8e-05;0,109192;0,372910;0,305556;0,423438;;
3789;0,625000;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0,001321;0,119777;0,193980;0,365741;0,188531;;
3790;0,625000;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;7,5e-05;0,109192;0,188963;0,305556;0,212500;;
3791;0,135417;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004528;0,109192;0,145485;0,263889;0,185937;;
3792;0,583333;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002075;0,109192;0,168896;0,347222;0,171875;;
3793;0,562500;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001887;0,153203;0,200669;0,439815;0,167188;;
3794;0,604167;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,014528;0,097493;0,182274;0,416667;0,159375;;
3795;0,614583;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000113;0,086351;0,202341;0,296296;0,234375;;
3796;0,750000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001679;0,103064;0,249164;0,370370;0,239062;;
3797;0,614583;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3,8e-05;0,109192;0,289298;0,398148;0,260938;;
3798;0,572917;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,050943;0,091922;0,120401;0,388889;0,112500;;
3799;0,385417;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,035849;0,064067;0,167224;0,361111;0,163578;;
3800;0,625000;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0,011132;0,108635;0,133779;0,365741;0,130047;;
3801;0,427083;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0,004377;0,109192;0,205686;0,439815;0,171875;;
3802;0,802083;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,016208;0,109192;0,204013;0,375000;0,193750;;
3803;0,656250;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;5,7e-05;0,109192;0,105351;0,300926;0,121875;;
3804;0,531250;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000000;0,109192;0,264214;0,300926;0,301563;;
3805;0,833333;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003585;0,103064;0,193980;0,393519;0,178125;;
3806;0,208333;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004717;0,075209;0,178930;0,259259;0,228125;;
3807;0,770833;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0,009811;0,109192;0,157191;0,333333;0,165625;;
3808;0,656250;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0,000717;0,109192;0,163880;0,310185;0,182813;;
3809;0,229167;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003774;0,109192;0,224080;0,231481;0,314063;;
3810;0,208333;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002830;0,109192;0,230769;0,555556;0,156250;;
3811;0,541667;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0,000226;0,109192;0,075251;0,351852;0,075000;;
3812;0,395833;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,002075;0,086351;0,219064;0,393519;0,201563;;
3813;0,395833;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,008491;0,091922;0,282609;0,597222;0,179688;;
3814;0,458333;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002642;0,119777;0,232441;0,375000;0,221875;;
3815;0,354167;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004906;0,136490;0,265886;0,504630;0,196875;;
3816;0,364583;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,001887;0,097493;0,165552;0,347222;0,168750;;
3817;0,364583;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002264;0,142061;0,244147;0,518519;0,176563;;
3818;0,520833;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003925;0,103064;0,102007;0,189815;0,164063;;
3819;0,291667;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0,003585;0,113092;0,157191;0,393519;0,146875;;
3820;0,781250;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004377;0,142061;0,172241;0,365741;0,167406;;
3821;0,833333;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,005660;0,036212;0,112040;0,365741;0,108938;;
3822;0,718750;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0,002642;0,075209;0,115385;0,291667;0,135938;;
3823;0,895833;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003585;0,097493;0,195652;0,333333;0,206250;;
3824;0,645833;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004377;0,080780;0,190635;0,328704;0,203125;;
3825;0,645833;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002642;0,108635;0,224080;0,449074;0,182813;;
3826;0,645833;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,062264;0,103064;0,105351;0,356481;0,106250;;
3827;0,625000;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000113;0,080780;0,242475;0,199074;0,382813;;
3828;0,791667;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0,022642;0,091922;0,202341;0,398148;0,184375;;
3829;0,645833;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0,006038;0,109192;0,264214;0,375000;0,250000;;
3830;0,562500;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0,000113;0,109192;0,341137;0,296296;0,393750;;
3831;0,291667;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006415;0,113092;0,270903;0,550926;0,185937;;
3832;0,406250;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0,002453;0,109192;0,250836;0,615741;0,156250;;
